PREGUNTA,RESPUESTA
¿Qué acciones están contempladas para fomentar el humanismo integral en la Universidad?,"Reestructurar el núcleo humanístico, crear agendas institucionales, proyectos de desarrollo integral, y estrategias deportivas como parte de la formación del SER-GISTA."
¿Qué se busca con el Pilar de Excelencia Académica?,"Potenciar la excelencia académica a través de programas pertinentes, cuerpo docente calificado, investigación aplicada y permanencia estudiantil."
¿Qué medidas contempla la Universidad para promover la excelencia docente?,"Incentivos para la permanencia, categorización en el escalafón, criterios de formación y evaluación docente vinculada a competencias pedagógicas y tecnológicas."
¿Qué objetivos tiene la Universidad respecto a la internacionalización?,"Cumplir estándares internacionales de calidad, articular ambientes globales, atraer docentes internacionales y fomentar competencias multiculturales."
¿Qué estrategias se proponen para mejorar las competencias culturales e idiomáticas?,Diseñar una estrategia innovadora para la enseñanza de lenguas y articular competencias culturales en los currículos.
¿Cómo se promueve el emprendimiento en la Universidad?,"Con programas de formación de emprendedores, integración del emprendimiento en el currículo y acompañamiento a iniciativas empresariales."
"¿Cómo se articula la investigación con los sectores público, privado y social?",Incorporando resultados de investigación en actividades universitarias y estableciendo directrices para la transferencia de conocimiento.
¿Qué programas hacen parte de la gestión institucional?,"Efectividad institucional, Sostenibilidad integral y Campus vivo, los cuales apoyan todas las acciones del plan."
¿Qué caracteriza al programa 'Egresado Sergista'?,"Busca vincular al egresado con la Universidad, evaluar su desempeño laboral y asegurar una oferta de actualización académica pertinente."
¿Cuál es la misión de la Universidad Sergio Arboleda según el Reglamento Estudiantil?,"Formar profesionales idóneos con espíritu ético y cívico, estructurados en los principios de la filosofía cristiana y humanística, para liderar el desarrollo económico, social y cultural nacional e internacional."
¿Qué principios fundamentan la filosofía institucional según el Reglamento Estudiantil?,"Valores cristianos y humanísticos, investigación como generadora de conocimiento, honestidad y ética, autoevaluación permanente y liderazgo en el ejercicio profesional."
¿Qué condiciones se deben cumplir para que una matrícula sea válida?,Debe realizarse tanto la matrícula académica como la financiera dentro de los plazos establecidos.
¿En qué casos procede la devolución del 100% del valor de la matrícula?,Cuando no se abre el programa académico o si el estudiante es llamado a prestar servicio militar obligatorio.
¿Qué se requiere para una transferencia externa a la Universidad Sergio Arboleda?,"Solicitud escrita, certificados de calificaciones, programas cursados, certificado de buena conducta y cursar al menos el 60% de los créditos del programa."
¿Cuál es el promedio mínimo de permanencia exigido para estudiantes de pregrado?,Un promedio ponderado acumulado mínimo de 3.3 desde el segundo semestre de 2016.
¿Qué ocurre si un estudiante no alcanza el promedio mínimo requerido?,"Entra en semestre de prueba; si no mejora su promedio, puede ser suspendido o limitado a cursar solo materias reprobadas."
¿Cuáles son algunos de los derechos de los estudiantes según el Reglamento?,"Acceder a los programas, recibir carné estudiantil, presentar solicitudes respetuosas, conocer resultados académicos y recibir trato respetuoso."
¿Cuáles son algunas obligaciones que deben cumplir los estudiantes?,"Asistir a clases, respetar normas institucionales, actuar conforme a valores éticos y evitar actos de discriminación o violencia."
¿Qué es el Programa de Honores 'Rodrigo Noguera Laborde'?,"Es un reconocimiento a estudiantes sobresalientes por su trayectoria académica, personal y social, reglamentado mediante resolución rectoral."
¿Qué requisitos se deben cumplir para obtener una distinción honorífica como Cum Laude?,"Tener un promedio ponderado acumulado entre 4.3 y 4.4, y no haber sido sancionado disciplinariamente."
¿Qué se considera una falta gravísima según el Reglamento Estudiantil?,"Plagio, suplantación personal, agresión física, falsificación de documentos, entre otras conductas graves contra personas o la Universidad."
¿Qué sanciones pueden imponerse por cometer faltas gravísimas?,"No renovación de matrícula hasta por tres períodos, suspensión del grado, anulación de matrícula o expulsión hasta por diez años."
¿Qué derechos tiene un estudiante durante un proceso disciplinario?,"Presunción de inocencia, debido proceso, derecho de defensa, igualdad, doble instancia y ser notificado formalmente."
¿Cuántas evaluaciones se realizan por asignatura y cuál es su peso porcentual?,"Tres evaluaciones: 30% primer corte, 30% segundo corte y 40% corte final."
¿Qué procedimiento debe seguir un estudiante para solicitar la revisión de una prueba académica?,"Presentar solicitud escrita en un plazo de 3 días hábiles después de publicada la nota, explicando los motivos y señalando los errores."
¿Qué sucede si un estudiante acumula más del 20% de inasistencias a una clase presencial?,"Pierde la asignatura automáticamente y recibe una calificación de 0.1, la cual afecta su promedio académico."
¿Quién es el rector de la Universidad Sergio Arboleda?,Jorge Noguera Calderón es el rector de la Universidad Sergio Arboleda.
¿Quién preside el Consejo Directivo de la Universidad Sergio Arboleda?,Gabriel Florentino Melo Guevara es el presidente del Consejo Directivo de la Universidad Sergio Arboleda.
¿Quién es el vicerrector de Crecimiento y Calidad de la Universidad Sergio Arboleda?,Germán Quintero Andrade ocupa el cargo de vicerrector de Crecimiento y Calidad.
¿Quién es el director de la Oficina de Autoevaluación y Acreditación?,Cristian Díaz Jáuregui es el director de la Oficina de Autoevaluación y Acreditación.
¿Quién es la Coordinadora de Promoción y Divulgación en la Escuela de Ciencias Exactas e Ingeniería?,Natalia Beltrán García es la Coordinadora de Promoción y Divulgación.
¿Cuál es el correo electrónico de Natalia Beltrán García?,natalia.beltran@usa.edu.co
¿Quién coordina académicamente los posgrados en la Escuela de Ciencias Exactas e Ingeniería?,Lady Lorena Oviedo Quijano es la Coordinadora Académica de Posgrados.
¿Quién es la Coordinadora de prácticas y egresados en la Escuela?,Sandra Rodríguez Forigua es la Coordinadora de prácticas y egresados.
¿Cuál es el correo electrónico de Sandra Rodríguez Forigua?,sandra.rodriguezf@usa.edu.co
¿Quién es la Coordinadora Académica con formación en Psicología Educativa?,Edny Liliana Castro León es la Coordinadora Académica con formación en Psicología Educativa.
¿Qué experiencia tiene Ricardo Galvis en la Escuela de Ciencias Exactas e Ingeniería?,"Ricardo Galvis tiene experiencia en la gestión académica y financiera de posgrados, incluyendo matrículas, calendario académico, novedades académicas y control de mallas curriculares."
¿Quién es la Coordinadora Académica con experiencia en marketing y gerencia comercial?,Heyly Alexandra Castelblanco Suárez.
¿Quién es la Coordinadora Académica especializada en trade marketing y análisis de datos?,Valentina Mendivelso.
¿Qué funciones desempeña Stephy Zambrano?,"Es asistente de programa, con experiencia en funciones administrativas y de servicio al cliente en proyectos empresariales y entidades públicas."
¿Quién es la asistente con experiencia en psicología y procesos administrativos?,Evelin Forero Bustos.
¿Qué experiencia tiene Milena Paola Lozano Sánchez?,"Es asistente con conocimientos en SAP, Excel y experiencia como cajera y secretaria en la Universidad Sergio Arboleda."
¿Quién es el Decano de la Escuela de Ciencias Exactas e Ingeniería?,Luis Alejandro Ángel Acosta es el Decano de la Escuela de Ciencias Exactas e Ingeniería.
¿Qué formación académica tiene Luis Alejandro Ángel Acosta?,"Es Executive MBA con grado Cum Laude, Magíster en Ingeniería Industrial y es Ingeniero Electrónico, con experiencia en liderazgo y gestión de organizaciones."
¿Quién es el Director del Área de Ingeniería y Tecnología?,Camilo José Salazar Palacio es el Director del Área de Ingeniería y Tecnología.
¿Quién es la Directora del Área de Ingeniería y Organizaciones?,Diany Marcela Puccini Martínez es la Directora del Área de Ingeniería y Organizaciones.
¿Quién dirige el Área de Ciencias Básicas y Matemáticas?,Martha Lucía Corrales Bossio es la Directora del Área de Ciencias Básicas y Matemáticas.
¿Quién es la Directora del Área de Ingeniería y Medio Ambiente?,María Clara Sánchez Vanegas es la Directora del Área de Ingeniería y Medio Ambiente.
¿Quién está a cargo del Observatorio Astronómico de la Universidad Sergio Arboleda?,Raúl Joya es el Director del Observatorio Astronómico.
¿Cuál es el correo electrónico del Decano de la Escuela de Ciencias Exactas e Ingeniería?,El correo electrónico del Decano Luis Alejandro Ángel Acosta es luis.angel@usa.edu.co
¿Qué título profesional tiene el Decano Luis Alejandro Ángel Acosta?,Es Ingeniero Electrónico con Magíster en Ingeniería Industrial y Executive MBA Cum Laude.
¿Cuál es la experiencia del Decano Luis Alejandro Ángel Acosta?,"Tiene más de 20 años de experiencia en procesos formativos, 10 en docencia y gestión académica y 7 en dirección de unidades académicas."
¿Cuál es el correo electrónico del Director del Área de Ingeniería y Tecnología?,El correo electrónico de Camilo José Salazar Palacio es camilo.salazar@usa.edu.co
¿Qué formación tiene Camilo José Salazar Palacio?,"Es Ingeniero Electrónico, especialista en telecomunicaciones y tiene maestría en Telecomunicaciones y Regulación TIC."
¿Cuál es el correo electrónico de la Directora del Área de Ingeniería y Organizaciones?,El correo electrónico de Diany Marcela Puccini Martínez es diany.puccini@usa.edu.co
¿Qué experiencia tiene Diany Marcela Puccini Martínez?,"Tiene experiencia en gestión de proyectos, educación superior y liderazgo, con formación en desarrollo, género y políticas públicas."
¿Cuál es el correo electrónico de la Directora del Área de Ciencias Básicas y Matemáticas?,El correo electrónico de Martha Lucía Corrales Bossio es coordinacion.matematicas@usa.edu.co
¿Qué títulos tiene Martha Lucía Corrales Bossio?,"Es Ingeniera de Sistemas con Especialización, Maestría y Doctorado en Estadística."
¿Cuál es el correo electrónico de la Directora del Área de Ingeniería y Medio Ambiente?,El correo electrónico de María Clara Sánchez Vanegas es mariacla.sanchez@usa.edu.co
¿Qué formación tiene María Clara Sánchez Vanegas?,"Es Ingeniera Industrial, especialista en gerencia ambiental y doctora en turismo, economía y gestión."
¿Cuál es el correo electrónico del Director del Observatorio Astronómico?,El correo electrónico de Raúl Joya es raul.joya@usa.edu.co
¿Qué documento se modifica mediante la Resolución de Decanatura No. 1146?,Se modifica el artículo segundo del Manual de Prácticas Profesionales de la Escuela de Ciencias Exactas e Ingeniería de la Universidad Sergio Arboleda.
¿Cuál es el propósito de esta resolución?,Definir un ámbito de aplicación con condiciones uniformes para los programas de ingeniería.
¿Qué programas están cobijados por el nuevo ámbito de aplicación?,"Ingeniería Industrial, Ingeniería de Sistemas y Telecomunicaciones, Ingeniería Electrónica e Ingeniería Ambiental."
¿Qué requisito académico debe cumplir un estudiante para cursar la práctica profesional?,Haber cursado y aprobado el 85% de los créditos totales del programa académico.
¿Qué asignaturas no debe tener pendientes un estudiante que quiera realizar la práctica profesional?,"No debe tener pendientes asignaturas de Ciencias Básicas, Ciencias Básicas de Ingeniería y Humanidades (excepto Humanidades II - Electiva)."
¿Qué es un supletorio?,Es un examen extemporaneo que se realiza cuando se presenta alguna situación fortuita
¿ A dónde debo dirigirme si necesito un supletorio?,Deben enviar la solicitud al correo ecei@usa.edu.co o con las asitentes del programa
¿Qué precio tiene un supletorio?,$206.940 para el año 2025
¿Dónde puedo reclamar la plantilla para las horas de servicio?,En Bienestar Universitario 
¿Cuántas horas de servicio debo realizar?,"Usualmente son 32 horas, pero puede variar segun Beca optenida. Por lo cual debes validar la información con Bienestar Universitario."
¿Cuál es el plazo tengo que para entregar la plantilla de horas sociales?,Se entrega al terminar las clases y culminar el periodo académico 
¿Dónde puedo hacer horas de servicio?,En cualquier dependencia de la Universidad
¿ Qué sucede si realizo más horas de servicio de las requeridas?,Se pueden acumular para el próximo semestre
¿Qué pasa si no alcanzo a completar las horas de servicio?,Tiene riesgo de que se suspenda la beca otorgada
¿Qué pasa si pierdo una materia?,"Debes volver a matricular la asignatura con el fin de obtener una nota superior a 3.0. Esto implica que deberás pagar créditos adicionales en tu próximo semestre académico o, en su lugar, dejar de cursar una de las asignaturas programadas para ese semestre.
Ten en cuenta que, si la asignatura perdida es prerrequisito de otra, no podrás cursar la asignatura correspondiente hasta que la apruebes."
¿Tiene algún costo adicional reprobar una materia?,"Sí, el costo es correspondiente al número de créditos de la asignatura reprobada. "
 ¿Si pierdo una materia pierdo la beca?,"No, siempre y cuando mantengas el promedio exigido en tu beca. "
¿Dónde puedo entregar la plantilla de horas de servicio?,En Bienestar Universitario 
¿Cómo puedo saber si se validaron mis horas de servicio?,El sistema deja matricular asignaturas y la beca sigue su curso normal 
¿Dónde inscribo materias para el próximo semestre?,"Deberás estar pendiente de tu cita de matrícula, la cual será publicada en tu portal SAP una vez la Escuela te comunique activación de las mismas. En dicha citación se indicará el día y la hora en que deberás ingresar a SAP para matricular las asignaturas correspondientes a tu siguiente semestre, según tu plan de estudios.
Si no logras hacerlo en el horario asignado, podrás realizar la matrícula después de las 7:00 p.m., una vez hayan finalizado todas las citaciones."
¿Qué hago si tengo dos materias en el mismo horario?,"El sistema no lo permite; sin embargo, en caso de que llegue a ocurrir, por favor notifica de inmediato a la Dirección para proceder con la inscripción de una nueva asignatura o la corrección del error, según corresponda.
Es importante que informes cualquier situación, ya que omitirlo podría ocasionar la pérdida de alguna de las dos asignaturas."
¿Qué debo hacer si tengo dos parciales al mismo tiempo?,"Las fechas de parciales son definidas en acuerdo con el docente, a menos que se trate de una asignatura departamental. Por ello, es importante que lleves un control de tus evaluaciones. En caso de no poder evitar el cruce de horarios, deberás solicitar examen diferido para una de las asignaturas involucradas."
¿Cómo puedo cambiarme de profesor?,"Se debe realizar la solicitud de cambio de asignatura con otro docente antes de la segunda semana de clases, el cambio se realizará solo si hay disponibilidad de cupos.  "
¿Hasta cuándo puedo cancelar una materia?,Hasta la segunda semana de clases o según indicación de calendario académico.
¿Dónde se realiza el trámite para cancelar una materia?,Deben enviar la solicitud al correo ecei@usa.edu.co o con las asitentes del programa
¿Por qué motivos puedo cancelar una materia?,"Si realizas la cancelación dentro de las fechas establecidas no importará el motivo de cancelación, pero si por el contrario se realiza la solicitud luego de las mismas se debera esclar la solicitud al comité académico, quien solo tendra encuenta la solciitud si corresponde a un caso de fuerza mayor. "
¿Tiene algún costo o penalización al cancelar una materia?,"Sí, el costo es correspondiente al número de créditos de la asignatura retirada. "
¿Qué es una tutoría?,"Es una asesoria personalizada bridada por un profesor para solucionar dudas, es importante tener en cuenta que no es una clase imparida. "
¿Dónde puedo solicitar una tutoría?,"A través de la página web de la Universidad, ingresa a la sección Comunidad, luego selecciona Estudiantes y haz clic en Tutorías."
¿Cuántas tutorías puedo pedir al semestre?,"Las que necesite el estudiante, no tiene un número limite determinado"
¿Con cuanto tiempo de anticipación debo solicitar una tutoría?,24 horas
¿Qué es una monitoría?,Es una asesoria personalizada bridada por un estudiante seleccionado con antelación para brindar este servicio
¿Dónde puedo pedir una monitoría?,"Con coordinación de monitores, area administrativa de la ECEI."
¿Cuántas monitorías puedo solicitar al semestre?,Las que el estudiante requiera
¿Las monitorias tienen algún costo?,No
¿Las tutorías tiene algún costo?,No
¿Con cuánto tiempo de anticipación debo pedir una monitoria?,24 horas de antelación 
¿Qué diferencia hay entre una tutoría y una monitoria?,"Una tutoria es brindada por un docente, una monitoria la brinda un estudiante que aplica previamente para ejercer tal rol "
¿Dónde puedo solicitar un certificado de estudio?,Se puede generar por SAP y lo emite Secretaria General 
¿Cuánto tiempo se demora un certificado de estudio?,Tres dias hábiles
¿Cuál es el costo de un certificado de estudio?,$14.080
¿Dónde puedo reclamar un certificado de estudio?,"El certificado de estudios es solicitado por el estudiante a través del portal SAP. Una vez solicitado, el certificado será enviado al correo institucional del estudiante en un plazo de cinco días hábiles."
¿Cuándo están disponibles los recibos de pago?,Desde la Escuela se emitira comunicado de disponibilidad de recibos de pago para el siguiente semestre académico. 
¿Dónde puedo descargar los recibos de pago?,Se puede descargar en la pagina principal de la universidad ( pagos en lines)
¿Cuáles son los medios de pago disponibles para el semestre?,"Pago virtual en la página de la Universidad PAGOS EN LÍNEA. (Opción financiación)   
Entidad bancaria que aparece en el recibo en efectivo.   
En ventanilla de caja de la Universidad (tarjetas o cheque de cesantías).   "
¿Cómo me puedo cambiar de carrera?,"Deberas notificar inicialmente a la dirección de tu programa la intención de cambio de programa, luego acercarte a admisiones para iniciar tu proceso con el nuevo programa, esto implica entrevista, estudio de homologación al nuevo programa y generación de recibo en caso de ser aprobado el cambio. "
¿Puedo homologar materias al cambiarme de carrera?,Si
¿Dónde se realiza la homologación de materias?,Deben enviar la solicitud al correo ecei@usa.edu.co o con las asitentes del programa si corresponden a programas de la Escuela
¿Tiene algún costo la homologación de materias?,$710.370
¿Quién es el director o directora de la carrera Ingenieria Industrial?,Diany Puccini
¿Quién es el director o directora de la carrera Ingenieria Ambiental?,Maria Clara Sanchez
¿Quién es el director o directora de la carrera Ingenieria Electronica?,Camilo Salazar
¿Quién es el director o directora de la carrera Matemáticas?,Marta Corrales
¿Quién es el director o directora de la carrera Ciencias de la computacion e inteligencia artificial?,Camilo Salazar
¿Quién es el Decano o decana de la escuela?,Luis Alejandro Angel Acosta
¿Dónde puedo encontrar el director o directora de la carrera Ingenieria Industrial?,En el segundo piso del bloque B por las escaleras internas
¿Dónde puedo encontrar el director o directora de la carrera Ingenieria Ambiental?,En el segundo piso del bloque B por las escaleras internas
¿Dónde puedo encontrar el director o directora de la carrera Ingenieria Electronica?,En el segundo piso del bloque B por las escaleras internas
¿Dónde puedo encontrar el director o directora de la carrera Matematicas?,En el segundo piso del bloque B por las escaleras internas
¿Dónde puedo encontrar el director o directora de la carrera Ciencias de la computacion e inteligencia artificial?,En el segundo piso del bloque B por las escaleras internas
¿Cuál es el correo electrónico del director o directora de la carrera Ingenieria Industrial?,diany.puccini@usa.edu.co
¿Cuál es el correo electrónico del director o directora de la carrera Ingenieria Electronica?,camilo.salazar@usa.edu.co
¿Cuál es el correo electrónico del director o directora de la carrera matematicas?,martha.corrales@usa.edu.co
¿Cuál es el correo electrónico del director o directora de la carrera Ciencias de la computacion e inteligecia artificial?,camilo.salazar@usa.edu.co
¿Puedo hacer doble titulación?,"Claro, esto te ayudará a contar con un mejor perfil profesional y aumentará tus habilidades para el campo laboral. Si quieres mas información del proceso por favor enviar la solicitud a la dirección para contar con un estudio de homolgación que te indique las asignaturas adicionales que deberas cursar, recuerda que los creditos de doble titulación tienen un descuento del 50%, solo si te encuentras activo en ambos programas. "
¿Cómo puedo hacer una doble titulación? ,Por favor enviar la solicitud a la dirección para contar con un estudio de homolgación que te indique las asignaturas adicionales que deberas cursar.
¿Cómo sé qué materias debo ver este semestre?,Las materias que deberas cursar corresponden a las reflejadas en tu plan de estudios segun semestre académico.
¿Existe un mínimo de créditos que deba cursar por semestre?,"Existen tres tipos de matrícula académica: Por créditos correspondiente a un máximo de  4 créditos, media matrícula correspondiente a un máximo de  8 créditos y matrícula completa de 9 créditos en adelante. "
¿Dónde puedo solicitar el duplicado de mi carnet?,"Con el Departamento de Seguridad, recuerda que esto tiene un costo. "
¿Qué precio tiene el duplicado del carnet?,$28.290
¿Cuánto tiempo tarda el duplicado del carnet?,Por lo general te lo entregan en el mismo momento o deberas esperar tres días habiles.
¿Qué pasa si soy becado y no logro mantener el promedio requerido?,"Lamenteblemente perderas el veceficio, puesto que estas incumpliendo con uno de los requisitos exigidos para matener la misma. "
¿Cuál es la nota mínima para aprobar una materia?,3.0
¿Puedo realizar un cambio de horario?,"Si, siempre y cuando la solicitud se realice dentro de las fechas establecidad por calendario académico y cuente con cupos la asignatura"
¿Dónde puedo gestionar el cambio de horario?,Deben enviar la solicitud al correo ecei@usa.edu.co 
¿Dónde puedo solicitar el aplazamiento el semestre?,Deben enviar la solicitud al correo ecei@usa.edu.co 
¿Cuántas veces puedo aplazar del semestre?,"Dentro del Reglamento Estudiantil no se establece un número limite de aplazamiento, pero, si al momento de solcitar reintegro el programa ha tenido una modificación en el plan de estudios el estudiante debera acogerce a dicho cambio. "
¿Cuáles son los requisitos de grado?,1. Finalizar la totalidad de créditos establecidos por el plan de estudios. 2. Certificación y/o resultados de presentación de Saber Pro. 3. Requisito de segunda lengua. 
¿Dónde debo inscribirme para realizar mis prácticas?,"Debe inscribirse al correo practicas.ecei@usa, directamente en las fechas estipuldas dadas por la ccoridnación de practicas."
¿Cuánto tiempo duran las prácticas?,6 Meses
¿Cuántos vale un credito academico para pagar los creditos adicionales?,"Dependiendo del programa académico: 
INGENIERÍA INDUSTRIAL  $ 307.900
CIENCIAS DE LA COMPUT. E INTELIG.ARTIF. $300.000
INGENIERÍA ELECTRÓNICA $299.500
INGENIERÍA AMBIENTAL $271.900
MATEMÁTICAS  $314.900"
¿Qué electivas que puedo cursar este semestre?,"Dependiendo del programa académico: 
INGENIERÍA INDUSTRIAL  
Ingeniería Organizacional
Toma de decisiones
Ingeniería Humanitaria
Lean Manufacturing

CIENCIAS DE LA COMPUT. E INTELIG.ARTIF. 
Ciencias de Datos
Optativa 1 Introducción a la Ciencia de Datos.
Optativa 2 Exploración y preprocesamiento de datos.
Optativa 3   Modelos predictivos.
Computación de Alto Rendimiento para IA
Optativa 1 Introducción a HPC.
Optativa 2 Métricas de Rendimiento y Algoritmo.
Optativa 3 Redes Neuronales para Clasificación de Imágenes
Ciberseguridad y Seguridad Digital
Optativa 1 Fundamentos Avanzados de Ciberseguridad Ethical Hacking.
Optativa 2 Investigación Digital Forense Ciberseguridad Industrial.
Optativa 3 Criptografía Ciberseguridad y Ciberdefensa.
Sistemas Inteligentes
Optativa 1 Sistemas Inteligentes
Optativa 2 Aprendizaje Supervisado
Optativa 3 Aprendizaje profundo

INGENIERÍA ELECTRÓNICA 
Telecomunicaciones
Comunicaciones análogas y digitales			
Medios de transmisión			
Telemática			
Redes			
Comunicaciones terrestres y satelitales			
Comunicaciones móviles	

Energía
Máquinas eléctricas			
Generación y almacenamiento de energía			
Smart Grids	

Automatización y Control 
Modelación e identificación de sistemas			
Sistemas de control analógico y digital			
Automatización			
Control inteligente	

Internet de las Cosas (IoT)
Introducción a IoT			
Diseño de dispositivos IoT			
Redes de sensores inhalambricos		


Máquinas Inteligentes
Aprendizaje de máquinas			
Robótica			
Visión por computador


Bioingeniería
Introducción a la Bioingeniería			
Bioinstrumentación			
Biónica						
					
INGENIERÍA AMBIENTAL
Cambio Climático y gestión del riesgo
Optativa A1. La ciencia del clima y meteorología
Optativa A2. Política y economía para el cambio climático
Optativa A3. Formulación y evaluación de proyectos
para el cambio climático
Optativa B1. Gestión integral del riesgo
Optativa B2. Gestión de riesgos naturales
Optativa B3. Gestión de riesgos antrópicos
Desarrollo territorial Sostenible e inteligente
Optativa A1. Ingeniería y ciudad
Optativa A2. Gobernanza y ciudades inteligentes
Optativa A3. Analítica de datos al componente urbano
Optativa B1. Ingeniería humanitaria
Optativa B2. Política y desarrollo rural
Optativa B3. Proyectos de desarrollo rural
Economía circular y energías alternativas 
Optativa A1. Ciencias de los materiales
Optativa A2. Economía circular
Optativa A3. Análisis de ciclo de vida
Optativa B1. Energías renovables y medio ambiente
Optativa B2. Gestión energética y auditorias
Optativa B3. Formulación de proyectos energéticos

MATEMÁTICAS 
ANÁLISIS MATEMÁTICO
· Ecuaciones Diferenciales Parciales
· Análisis Funcional
· Teoría de la Medida
· Procesos Estocásticos
ÁLGEBRA
· Teoría de Galois Clásica
· Álgebra Lineal Avanzada
· Teoría de Categorías
· Tópicos Avanzados de Teoría de Grupos y Anillos
· Temas Avanzados de Teoría de Números
· Teoría de Cuerpos
LÓGICA
· Lógica Categórica
· Teoría de Modelos
· Lógica no Clásica
TOPOLOGÍA
· Topología Diferencial
· Topología Algebraica
HISTORIA DE LA MATEMÁTICA Y FILOSOFÍA DE LA CIENCIA
· Clásicos Griegos
· Matemática Moderna y Filosofía de la Matemática
· Epistemología y Didáctica de la Matemática
ANÁLISIS DE DATOS
· Estadística Matemática
· Programación

"
¿Qué puedo hacer si tengo dificultades con una materia?,"Puedes escribir un correo a tu coordinadora liliana.castro@usa.edu.co o visitarla en el Bloque B, piso 2"
¿Dónde puedo pedir prestado un computador?,Debes realizar la reserva de equipo medios audiovisuales del bloque F- 4 Piso.
¿Quién es la persona encargada de las prácticas?,"La coordinadora Sandra Rodríguez, su correo es practicas.ecei@usa.edu.co"
¿Cómo me puedo inscribir en el deporte de la universidad?,Con el coordinador de Deportes en el Centro de Formación Deportiva 
¿Hay algún requisito para cambiarme de carrera?,No 
¿Cuáles son las áreas de especialización disponibles para la carrera ingeniería industrial?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías:

Especialización en Gerencia de Producción y Operaciones
Enfocada en la optimización de procesos productivos y la gestión eficiente de operaciones dentro de las organizaciones.

Maestría en Gerencia de Producción y Operaciones
Programa avanzado que proporciona herramientas estratégicas para liderar y mejorar los procesos de producción y las operaciones en diversos sectores industriales.

Especialización en Dirección y Gestión de Proyectos
Formación especializada en la planificación, ejecución y control de proyectos, garantizando el éxito en términos de tiempo, costos y calidad.

Maestría en Gestión y Optimización de la Calidad
Programa orientado a desarrollar competencias en la gestión y mejora continua de la calidad en los procesos organizacionales.

Especialización en Gerencia Integral de la Calidad
Enfocada en la implementación y gestión de sistemas de calidad que aseguren la mejora constante en todos los niveles de una organización."
¿Cuáles son las áreas de especialización disponibles para la carrera ingeniería ambiental?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Especialización en en Gerencia Ambiental y Gestión de Riesgo de Desastres 
Maestría en Gestión y Evaluación Ambiental 
"
¿Cuáles son las áreas de especialización disponibles para la carrera ingenieria Electronica?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías:  Especialización en Seguridad de la Información y la informatica

Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial
"
¿Cuáles son las áreas de especialización disponibles para la carrera Matemáticas?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial
Maestría en Matematicas Aplicadas
"
¿Cuáles son las áreas de especialización disponibles para la carrera ciencias de la computación e inteligencia artificial?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial
"
¿Como puedo formar parte de los semilleros de investigación?,"Cada inicio de semestre se comparte un correo de convocatoria con la oferta de semillero y contacto del docente, es importante enviar correo con la menor premura posible, puesto que los cupos son limitados"
¿Cuáles son los requisitos para ingresar a los semilleros de investigación?,"Por lo general no cuentan con requisitos, pero si es así el docente responsable lo infomara en el momento de la socliud de inscripción. "
¿Qué debo hacer si se me daña un equipo?,Reportar de inmediato a los auxiliares de labortaorio encargados de las salas.
¿Qué debo hacer si encuentro un equipo dañado?,Reportar de inmediato a los auxiliares de labortaorio encargados de las salas.
¿Existe algún tutor que me pueda orientar con mi proyecto de grado?,"Si, hay docentes designados para tal fin, por favor validar con la dirección del programa "
¿Dónde puedo solicitar un tutor para mi proyecto de grado?,"En la Escuela con el Director de programa, recuerda que tu propuesta debe estar previamente aprobada por la Dirección. "
¿Con qué empresas puedo realizar mis prácticas?,"Las practicas se realizan con cualquier empresa, siempre y cuando se encuentre legalmente constituida, se realice vinculación de prácticante y tus funciones esten a fin con tu programa académico. "
¿Cuál es la nota final de una materia para poder realizar una habilitación?,La nota perdida de la asignatura debe ser igual o superior a 2.5 
¿Cuál es el valor de una habilitación?,$1.250.510
Si encuentro un objeto perdido ¿a dónde debo llevarlo?,A Bienestar Universitario
¿Qué es la homologación de asignaturas en la Universidad Sergio Arboleda?,"La homologación de asignaturas es el mecanismo mediante el cual el Director del Programa Académico que recibe al estudiante acepta como equivalente una asignatura cuando sus objetivos, créditos, contenidos e intensidad horaria son semejantes a los del postgrado ofrecido por la Universidad Sergio Arboleda y la nota es aprobatoria, en los términos del artículo 30 del reglamento."
¿Qué es la homologación interna?,"La homologación interna ocurre cuando el estudiante que solicita la homologación de una o varias asignaturas proviene de un programa cursado en la Universidad Sergio Arboleda. Esta homologación operará directamente, previa verificación del Director del Postgrado y concepto favorable de la Decanatura de la Escuela. Se registrará la calificación que el estudiante obtuvo en el programa del cual proviene y se asignará el número de créditos académicos establecidos para la asignatura en el nuevo programa."
¿Qué es la homologación por convenio?,La homologación por convenio se realiza de acuerdo con los convenios interinstitucionales nacionales e internacionales. Esta homologación operará directamente según lo establecido en el convenio. El Director del Programa deberá solicitar al Decano de la Escuela respectiva la inscripción de la homologación aprobada en el sistema académico.
